path_id,time_step,time,price,pnl,portfolio_value,final_pnl,max_drawdown,sharpe_ratio
0,0,0.0,100.0,0.0,10000.0,1.1792447214484127,0.0,0.2694501428163289
0,1,0.02,103.48757,1.2665791472390993,10001.26657914724,1.1792447214484127,0.0,0.2694501428163289
0,2,0.04,98.96527,0.6589471459265042,10000.658947145927,1.1792447214484127,0.0,0.2694501428163289
0,3,0.06,98.09754,1.2115436896201572,10001.21154368962,1.1792447214484127,0.0,0.2694501428163289
0,4,0.08,101.416954,0.5145942754188582,10000.514594275419,1.1792447214484127,0.0,0.2694501428163289
0,5,0.1,101.959435,0.7116065537011309,10000.711606553701,1.1792447214484127,0.0,0.2694501428163289
0,6,0.12,103.077934,1.1178113810728973,10001.117811381073,1.1792447214484127,0.0,0.2694501428163289
0,7,0.14,104.94455,1.7957088413677411,10001.795708841368,1.1792447214484127,0.0,0.2694501428163289
0,8,0.16,101.050446,0.3814896281928668,10000.381489628193,1.1792447214484127,0.0,0.2694501428163289
0,9,0.18,98.82781,0.746485123925595,10000.746485123926,1.1792447214484127,0.0,0.2694501428163289
0,10,0.2,102.95292,1.0724096710146114,10001.072409671015,1.1792447214484127,0.0,0.2694501428163289
0,11,0.22,106.920586,2.5133445737046713,10002.513344573705,1.1792447214484127,0.0,0.2694501428163289
0,12,0.24,103.70905,1.3470143750546413,10001.347014375055,1.1792447214484127,0.0,0.2694501428163289
0,13,0.26,100.31573,0.11466245375959261,10000.11466245376,1.1792447214484127,0.0,0.2694501428163289
0,14,0.28,92.84941,4.553714246316304,10004.553714246316,1.1792447214484127,0.0,0.2694501428163289
0,15,0.3,92.151566,4.998123624771324,10004.998123624771,1.1792447214484127,0.0,0.2694501428163289
0,16,0.32,91.086876,5.676150619707187,10005.676150619707,1.1792447214484127,0.0,0.2694501428163289
0,17,0.34,95.030174,3.1649373679592827,10003.16493736796,1.1792447214484127,0.0,0.2694501428163289
0,18,0.36,93.50481,4.136338297930706,10004.13633829793,1.1792447214484127,0.0,0.2694501428163289
0,19,0.38,92.264496,4.9262061495901435,10004.92620614959,1.1792447214484127,0.0,0.2694501428163289
0,20,0.4,90.89843,5.796158837310941,10005.796158837311,1.1792447214484127,0.0,0.2694501428163289
0,21,0.42,90.35017,6.14530987105536,10006.145309871055,1.1792447214484127,0.0,0.2694501428163289
0,22,0.44,90.53572,6.027143075089043,10006.027143075089,1.1792447214484127,0.0,0.2694501428163289
