path_id,time_step,time,price,pnl,portfolio_value,final_pnl,max_drawdown,sharpe_ratio
0,0,0.0,100.0,0.0,10000.0,15.260832831689186,0.0,4.2985380122580565
0,1,0.02,103.89808654785156,1.4156655532442528,10001.415665553244,15.260832831689186,0.0,4.2985380122580565
0,2,0.04,99.41842651367188,0.370363822004947,10000.370363822005,15.260832831689186,0.0,4.2985380122580565
0,3,0.06,100.70643615722656,0.256555959205798,10000.256555959206,15.260832831689186,0.0,4.2985380122580565
0,4,0.08,104.29426574707031,1.559545695043198,10001.559545695043,15.260832831689186,0.0,4.2985380122580565
0,5,0.1,103.62400817871094,1.316128690397818,10001.316128690398,15.260832831689186,0.0,4.2985380122580565
0,6,0.12,104.20903015136719,1.5285907392553781,10001.528590739255,15.260832831689186,0.0,4.2985380122580565
0,7,0.14,100.13029479980469,0.04731907760105969,10000.047319077601,15.260832831689186,0.0,4.2985380122580565
0,8,0.16,97.45747375488281,1.6191586443092092,10001.61915864431,15.260832831689186,0.0,4.2985380122580565
0,9,0.18,104.73655700683594,1.7201723238431441,10001.720172323843,15.260832831689186,0.0,4.2985380122580565
0,10,0.2,100.48624420166016,0.1765889900871116,10000.176588990087,15.260832831689186,0.0,4.2985380122580565
0,11,0.22,99.78234100341797,0.13861192052718252,10000.138611920527,15.260832831689186,0.0,4.2985380122580565
0,12,0.24,101.7442855834961,0.6334710595219804,10000.633471059522,15.260832831689186,0.0,4.2985380122580565
0,13,0.26,102.71409606933594,0.9856765021486353,10000.985676502149,15.260832831689186,0.0,4.2985380122580565
0,14,0.28,93.56983184814453,4.0949281713146775,10004.094928171315,15.260832831689186,0.0,4.2985380122580565
0,15,0.3,90.66877746582031,5.94240852270741,10005.942408522707,15.260832831689186,0.0,4.2985380122580565
0,16,0.32,88.64891815185547,7.22871684490201,10007.228716844902,15.260832831689186,0.0,4.2985380122580565
0,17,0.34,85.91157531738281,8.97194066467091,10008.971940664671,15.260832831689186,0.0,4.2985380122580565
0,18,0.36,85.56999969482422,9.189466490810446,10009.18946649081,15.260832831689186,0.0,4.2985380122580565
0,19,0.38,84.39535522460938,9.937516093676095,10009.937516093676,15.260832831689186,0.0,4.2985380122580565
0,20,0.4,82.86284637451172,10.913464702616693,10010.913464702617,15.260832831689186,0.0,4.2985380122580565
0,21,0.42,85.23054504394531,9.405641617173387,10009.405641617173,15.260832831689186,0.0,4.2985380122580565
0,22,0.44,83.017578125,10.814926781195027,10010.814926781195,15.260832831689186,0.0,4.2985380122580565
0,23,0.46,79.71890258789062,12.915624471510455,10012.91562447151,15.260832831689186,0.0,4.2985380122580565
0,24,0.48,82.22601318359375,11.319019598278828,10011.319019598279,15.260832831689186,0.0,4.2985380122580565
0,25,0.5,81.65090942382812,11.685263300103543,10011.685263300104,15.260832831689186,0.0,4.2985380122580565
0,26,0.52,79.31874084472656,13.170459734985343,10013.170459734985,15.260832831689186,0.0,4.2985380122580565
0,27,0.54,81.19598388671875,11.974973826138012,10011.974973826138,15.260832831689186,0.0,4.2985380122580565
0,28,0.56,80.62694549560547,12.337354915294782,10012.337354915295,15.260832831689186,0.0,4.2985380122580565
0,29,0.58,78.37474060058594,13.771628025171594,10013.771628025172,15.260832831689186,0.0,4.2985380122580565
0,30,0.6,79.82650756835938,12.847098321728481,10012.847098321728,15.260832831689186,0.0,4.2985380122580565
0,31,0.62,77.50860595703125,14.323209114230849,10014.32320911423,15.260832831689186,0.0,4.2985380122580565
0,32,0.64,76.42695617675781,15.012036848147545,10015.012036848148,15.260832831689186,0.0,4.2985380122580565
0,33,0.66,75.60426330566406,15.53595288496399,10015.535952884964,15.260832831689186,0.0,4.2985380122580565
0,34,0.68,76.5733642578125,14.918799694551126,10014.918799694551,15.260832831689186,0.0,4.2985380122580565
0,35,0.7000000000000001,75.49810791015625,15.603555894609599,10015.60355589461,15.260832831689186,0.0,4.2985380122580565
0,36,0.72,74.14091491699219,16.46785799221834,10016.467857992218,15.260832831689186,0.0,4.2985380122580565
0,37,0.74,71.71896362304688,18.010230811856673,10018.010230811857,15.260832831689186,0.0,4.2985380122580565
0,38,0.76,71.73678588867188,17.99888104683305,10017.998881046833,15.260832831689186,0.0,4.2985380122580565
0,39,0.78,70.09573364257812,19.04395341732743,10019.043953417327,15.260832831689186,0.0,4.2985380122580565
0,40,0.8,71.7458267211914,17.993123567572184,10017.993123567572,15.260832831689186,0.0,4.2985380122580565
0,41,0.8200000000000001,73.41773986816406,16.92839802947674,10016.928398029477,15.260832831689186,0.0,4.2985380122580565
0,42,0.84,73.1692123413086,17.086667976240278,10017.08666797624,15.260832831689186,0.0,4.2985380122580565
0,43,0.86,74.1412353515625,16.467653929661537,10016.467653929662,15.260832831689186,0.0,4.2985380122580565
0,44,0.88,76.5422592163086,14.938608338386985,10014.938608338387,15.260832831689186,0.0,4.2985380122580565
0,45,0.9,76.01171112060547,15.276477627654458,10015.276477627654,15.260832831689186,0.0,4.2985380122580565
0,46,0.92,76.28418731689453,15.102956434140651,10015.10295643414,15.260832831689186,0.0,4.2985380122580565
0,47,0.9400000000000001,77.4680404663086,14.34904246210317,10014.349042462103,15.260832831689186,0.0,4.2985380122580565
0,48,0.96,79.68963623046875,12.93426218496461,10012.934262184965,15.260832831689186,0.0,4.2985380122580565
0,49,0.98,77.55915832519531,14.291015816696017,10014.291015816696,15.260832831689186,0.0,4.2985380122580565
0,50,1.0,76.0362777709961,15.260832831689186,10015.26083283169,15.260832831689186,0.0,4.2985380122580565
1,0,0.0,100.0,0.0,10000.0,21.91593469010695,0.0,6.102278191238863
1,1,0.02,100.68669128417969,0.24938522651973472,10000.24938522652,21.91593469010695,0.0,6.102278191238863
1,2,0.04,96.96549987792969,1.9324626887300838,10001.93246268873,21.91593469010695,0.0,6.102278191238863
1,3,0.06,93.89476776123047,3.8879990221939806,10003.887999022194,21.91593469010695,0.0,6.102278191238863
1,4,0.08,94.30189514160156,3.628727827441253,10003.628727827441,21.91593469010695,0.0,6.102278191238863
1,5,0.1,94.16693115234375,3.714677032605323,10003.714677032605,21.91593469010695,0.0,6.102278191238863
1,6,0.12,93.05581665039062,4.42226880441558,10004.422268804416,21.91593469010695,0.0,6.102278191238863
1,7,0.14,91.224609375,5.5884377260390465,10005.588437726039,21.91593469010695,0.0,6.102278191238863
1,8,0.16,93.20504760742188,4.327233956873897,10004.327233956874,21.91593469010695,0.0,6.102278191238863
1,9,0.18,95.45134735107422,2.8967214283875364,10002.896721428388,21.91593469010695,0.0,6.102278191238863
1,10,0.2,95.65223693847656,2.7687887816282455,10002.768788781628,21.91593469010695,0.0,6.102278191238863
1,11,0.22,92.41421508789062,4.830860345256951,10004.830860345257,21.91593469010695,0.0,6.102278191238863
1,12,0.24,90.26988983154297,6.196432394588555,10006.196432394589,21.91593469010695,0.0,6.102278191238863
1,13,0.26,88.93092346191406,7.049127219663205,10007.049127219663,21.91593469010695,0.0,6.102278191238863
1,14,0.28,89.36359405517578,6.773589324011482,10006.773589324011,21.91593469010695,0.0,6.102278191238863
1,15,0.3,84.16815185546875,10.082206163195224,10010.082206163195,21.91593469010695,0.0,6.102278191238863
1,16,0.32,84.3034439086914,9.996048036842694,10009.996048036843,21.91593469010695,0.0,6.102278191238863
1,17,0.34,83.4352035522461,10.548970108415233,10010.548970108415,21.91593469010695,0.0,6.102278191238863
1,18,0.36,82.9486083984375,10.858848817073522,10010.858848817074,21.91593469010695,0.0,6.102278191238863
1,19,0.38,82.91046142578125,10.883141978511048,10010.883141978511,21.91593469010695,0.0,6.102278191238863
1,20,0.4,82.33736419677734,11.248107860044911,10011.248107860045,21.91593469010695,0.0,6.102278191238863
1,21,0.42,81.96044158935547,11.488143729571675,10011.488143729572,21.91593469010695,0.0,6.102278191238863
1,22,0.44,81.16737365722656,11.993193697215247,10011.993193697215,21.91593469010695,0.0,6.102278191238863
1,23,0.46,78.04293823242188,13.982929943351337,10013.982929943351,21.91593469010695,0.0,6.102278191238863
1,24,0.48,77.27933502197266,14.469215873101348,10014.469215873101,21.91593469010695,0.0,6.102278191238863
1,25,0.5,75.98554229736328,15.293142736400114,10015.2931427364,21.91593469010695,0.0,6.102278191238863
1,26,0.52,75.15280151367188,15.823457591937768,10015.823457591938,21.91593469010695,0.0,6.102278191238863
1,27,0.54,76.6111831665039,14.894715454303878,10014.894715454304,21.91593469010695,0.0,6.102278191238863
1,28,0.56,76.55345153808594,14.931480724821085,10014.931480724821,21.91593469010695,0.0,6.102278191238863
1,29,0.58,72.48418426513672,17.52291485206115,10017.522914852061,21.91593469010695,0.0,6.102278191238863
1,30,0.6,71.76353454589844,17.981846682034302,10017.981846682034,21.91593469010695,0.0,6.102278191238863
1,31,0.62,69.81836700439453,19.22058899413605,10019.220588994136,21.91593469010695,0.0,6.102278191238863
1,32,0.64,63.94736862182617,22.959420717157627,10022.959420717158,21.91593469010695,0.0,6.102278191238863
1,33,0.66,64.43767547607422,22.647178283890753,10022.64717828389,21.91593469010695,0.0,6.102278191238863
1,34,0.68,62.47441101074219,23.897445271777542,10023.897445271778,21.91593469010695,0.0,6.102278191238863
1,35,0.7000000000000001,61.99923324584961,24.200053037218822,10024.200053037219,21.91593469010695,0.0,6.102278191238863
